name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
Orca	Orca: A Distributed Serving System for Transformer-Based Generative Models	Gyeong-In Yu, Joo Seong Jeong, Geon-Woo Kim, Soojeong Kim, Byung-Gon Chun	2022	OSDI 2022 pp.521-538	https://www.usenix.org/conference/osdi22/presentation/yu		n/a	n/a	n/a	paper+PDF	Iteration-level scheduling plus selective batching; 36.9x throughput gain over FasterTransformer on GPT-3 175B (vendor-reported).	4	3	admit	Verified at USENIX OSDI22 page with BibTeX and open-access PDF (downloaded); continuous-batching origin.	6
Qwen3-Technical-Report	Qwen3 Technical Report	An Yang et al. (Qwen team)	2025	arXiv preprint	arXiv:2505.09388	https://github.com/QwenLM/Qwen3	27610	2026-01-09	not returned by API (weights Apache-2.0 per paper)	model weights (0.6B-235B) + report	Hybrid thinking/non-thinking switch with thinking-budget control in one model family	3	3	admit	Primary source opened (abs + abstract); core hybrid-switch reference for lane 4	4
R1-Searcher	R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning	Song, Jiang, Min, Chen, Chen, Zhao, Fang, Wen	2025	CoRR	2503.05592	https://github.com/RUCAIBox/R1-Searcher	725	2025-08-05	MIT	yes	Two-stage outcome RL (retrieval/format reward first, answer reward second) learns search invocation even from a base model with no cold start.	2	3	admit	Abs page, HF paper page and repo record fetched.	10
ReAct	ReAct: Synergizing Reasoning and Acting in Language Models	Yao et al.	2023	ICLR 2023	2210.03629	https://react-lm.github.io (project site)	unknown	unknown	unknown	prompts + trajectories	Canonical harness loop: interleaved thought plus action plus observation with a deterministic executor owning the environment.	1	3	admit	Verified via arXiv abs page; PDF downloaded.	1,3,10
ReTool	ReTool: Reinforcement Learning for Strategic Tool Use in LLMs	Feng et al.	2025	arXiv preprint	arXiv:2504.11536	(not verified; only verl referenced in HTML)			(not verified)	(declared in paper; URL not verified)	RL interleaved think/code-execution from cold start; 32B 67% AIME in 400 steps; emergent self-correction	3	3	admit	Primary source opened (abs); paper admitted, repo facts not verified so not recorded	4,5
ReWOO	ReWOO: Decoupling Reasoning from Observations for Efficient Augmented Language Models	Xu et al.	2023	arXiv preprint	2305.18323	none found	unknown	unknown	unknown	paper only	Planner emits the full tool-use plan without observations, then workers execute; 5x token saving and reasoning offloaded from 175B to 7B.	1	3	admit	Verified via arXiv abs page; PDF downloaded.	1
NoThinking	Reasoning Models Can Be Effective Without Thinking	Ma et al.	2025	arXiv preprint	arXiv:2504.09858	none verified				none (prompting method)	Empty prefilled thinking box matches/beats thinking at equal tokens (51.3 vs 28.9 AMC23 @700); 7-9x latency win	3	3	admit	Primary source opened; directly tests trace-necessity on R1-Distill small models	4
Reflexion	Reflexion: Language Agents with Verbal Reinforcement Learning	Noah Shinn et al.	2023	arXiv preprint	2303.11366					paper	Agent keeps episodic memory of past trajectories plus self-reflection text and retries; verbal (language) reinforcement instead of weight updates.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML opened (verbal-reinforcement 66, episodic-memory 8 hits). Core precedent: reflection-gated retry loop with failure memory.	8,10
RepoBench	RepoBench: Benchmarking Repository-Level Code Auto-Completion Systems	Tianyang Liu, Canwen Xu, Julian McAuley	2023	ICLR 2024	2306.03091	https://github.com/Leolty/repobench	212	2024-08-16	CC-BY-4.0	yes (benchmark + live v1.1 on HF Hub)	Repository-level completion benchmark split into Retrieval / Completion / Pipeline tasks, Python + Java	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13	7
RepoCoder	RepoCoder: Repository-Level Code Completion Through Iterative Retrieval and Generation	Fengji Zhang, Bei Chen, Yue Zhang, Jacky Keung, Jin Liu, Daoguang Zan, Yi Mao, Jian-Guang Lou, Weizhu Chen	2023	EMNLP 2023	2303.12570	https://github.com/microsoft/CodeT/tree/main/RepoCoder	678	2024-11-01	MIT	yes (code + RepoEval benchmark, in microsoft/CodeT)	Iterative retrieval-generation loop for repo-level completion plus the RepoEval benchmark (line/API/function)	2	3	admit	Verified at arXiv abs page; repo facts are for parent microsoft/CodeT via API 2026-09-13	7
RepoGraph	RepoGraph: Enhancing AI Software Engineering with Repository-level Code Graph	Siru Ouyang, Wenhao Yu, Kaixin Ma, Zilin Xiao, Zhihan Zhang, Mengzhao Jia, Jiawei Han, Hongming Zhang, Dong Yu	2024	ICLR 2025	2410.14684	https://github.com/ozyyshr/RepoGraph	302	2025-04-01	Apache-2.0	yes (code + cached repo structures)	Parser-built line-level def-ref graph with ego-graph retrieval plugged into SWE-agent/Agentless	2	3	admit	Verified at arXiv abs page and GitHub repo via API 2026-09-13	7
Repoformer	Repoformer: Selective Retrieval for Repository-Level Code Completion	Di Wu, Wasi Uddin Ahmad, Dejiao Zhang, Murali Krishna Ramanathan, Xiaofei Ma	2024	ICML 2024	2403.10059	https://repoformer.github.io/	n/a (release site; repo unverified)	n/a	n/a	partial (site promises code/model/CrossCodeLongEval; release not verified)	Selective-RAG code LM that self-assesses whether retrieval helps; SOTA on RepoEval/CrossCodeEval with up to 70% speedup	2	3	admit	Verified at arXiv abs page and PMLR proceedings page; code release not verified	7
SARATHI	SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills	Amey Agrawal, Ashish Panwar, Jayashree Mohan, Nipun Kwatra, Bhargav S. Gulavani, Ramachandran Ramjee	2023	arXiv preprint	2308.16369		n/a	n/a	n/a	paper	Chunked prefills piggybacked on decodes; no own repo link found in PDF bytes.	4	3	admit	Verified at arxiv.org/abs/2308.16369; chunked-prefill mechanism behind stall-free scheduling.	6
SGLang-paper	SGLang: Efficient Execution of Structured Language Model Programs	Zheng et al.	2024	arXiv preprint	2312.07104	https://github.com/sgl-project/sglang	35900	2026-09-13	Apache-2.0	serving framework	Frontend primitives for generation plus parallelism plus control flow; RadixAttention KV reuse and compressed-FSM structured decoding, up to 6.4x throughput.	4	3	admit	Verified via arXiv abs page and GitHub API; PDF downloaded.	1,6,10
SQLite-WAL-docs	SQLite Write-Ahead Logging (documentation)	n/a	n/a	sqlite.org docs (page updated 2026-08-25)	https://www.sqlite.org/wal.html		n/a	n/a	n/a	docs	WAL: readers never block writer, single writer, autocheckpoint at 1000 pages, checkpoint starvation, SQLITE_BUSY edge cases, 2026 WAL-reset corruption bug fixed in 3.51.3.	4	3	admit	Verified by fetching sqlite.org/wal.html; primary source for single-writer store-write semantics and the version pin.	6
Cache-divergence	Same Request, Different Answer: Quantization Amplifies Cache-Induced Divergence in LLM Serving	Aditi Patodiya	2026	arXiv preprint	2609.04748		n/a	n/a	n/a	paper	Prefix caching changes agentic tool-use trajectories on 36.2% of episodes at 16-bit and 75.0% at quantized weights (vendor-reported); reuse is not behavior-transparent.	4	3	admit	Verified at arxiv.org/abs/2609.04748; found by forward-chaining; qualifies the rig settled claim that runtime prefix reuse stays.	6
Huginn	Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach	Geiping et al.	2025	arXiv preprint	arXiv:2502.05171	https://github.com/seal-rg/recurrent-pretraining (code+data); weights https://huggingface.co/tomg-group-umd/huginn-0125	955	2025-12-29	Apache-2.0	3.5B open weights + code + data recipe	Depth-recurrent block looped r times per forward pass; 3.5B rivals larger models with test-time recurrence	3	3	admit	Primary sources opened (abs + HF page); only small open recurrent-depth thinking weights found	4
Search-R1	Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning	Jin, Bowen; Zeng, Hansi; Yue, Zhenrui; Yoon, Jinsung; Arik, Sercan; Wang, Dong; Zamani, Hamed; Han, Jiawei	2025	arXiv preprint	2503.09516					unknown	RL-trained <information> retrieval-token search loop	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF); retrieval-token span confirmed in PDF text.	3,4,5,10
Search-o1	Search-o1: Agentic Search-Enhanced Large Reasoning Models	Li, Xiaoxi; Dong, Guanting; Jin, Jiajie; Zhang, Yuyao; Zhou, Yujia; Zhu, Yutao; Zhang, Peitian; Dou, Zhicheng	2025	arXiv preprint	2501.05366					unknown	Agentic search loop wrapped around long reasoning chains	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF).	3,5
Self-RAG	Self-RAG: Learning to Retrieve, Generate, and Critique through Self-Reflection	Asai, Akari; Wu, Zeqiu; Wang, Yizhong; Sil, Avirup; Hajishirzi, Hannaneh	2023	arXiv preprint	2310.11511					unknown	Reflection-token gated adaptive retrieval and self-critique	2	3	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF) and text-checked.	3,5
SkillWeaver	SkillWeaver: Web Agents can Self-Improve by Discovering and Honing Skills	Boyuan Zheng et al.	2025	arXiv preprint	2504.07079	https://github.com/OSU-NLP-Group/SkillWeaver	156	2025-04-14	MIT	yes	Three-stage explore-practice-distill pipeline synthesizing reusable Python APIs; test/debug gate before library admission; +31.8%/+39.8% relative; skills transfer strong-to-weak (+54.3%).	4	3	admit	Abs page (abstract numbers recorded) + PDF (%PDF) + GitHub API opened (stars/push/license). Closest web-domain analogue of Folio induction with a reliability gate.	8
Sleep-Time-Compute	Sleep-time Compute: Beyond Inference Scaling at Test-time	Kevin Lin, Charlie Snell, Yu Wang, Charles Packer, Sarah Wooders, Ion Stoica, Joseph E. Gonzalez	2025	preprint (code+data released per abs)	2504.13171	unverified (link on abs page not extracted)	unverified	unverified	unverified	paper+code+data	Offline precompute of predictable queries cuts test-time compute ~5x.	5	3	admit	Abs page verified; offline precompute cuts test-time compute ~5x; amortization over related queries 2.5x. PDF downloaded.	5
SodaMem	SodaMem: Evidence-Grounded Temporal Graph Memory for LLM Agents	Fengrong Wan et al.	2026	arXiv preprint	2608.08055					yes	Typed FactEvents with provenance spans, mention/occurrence/validity times, SUPERSEDES/CONTRADICTS/UPDATES edges; 92.8pct LongMemEval-S	1	3	admit	Primary source opened; closest published analog of the facts table plus validity design	9
SoftCoT	Soft Chain-of-Thought for Efficient Reasoning with LLMs	Xu et al.	2025	ACL 2025 (long)	arXiv:2502.12134	https://github.com/xuyige/SoftCoT	95	2025-05-30	NOASSERTION	code	1B-class assistant emits soft thought tokens projected into frozen LLM; no backbone fine-tune	3	3	admit	Primary sources opened (abs + ACL Anthology page); small-model-thinks-for-large-model pattern	4
Speculative-RAG	Speculative RAG: Enhancing Retrieval Augmented Generation through Drafting	Zilong Wang, Zifeng Wang, Long Le, Huaixiu Steven Zheng, Swaroop Mishra, Vincent Perot, Yuwei Zhang, Anush Mattapalli, Ankur Taly, Jingbo Shang, Chen-Yu Lee, Tomas Pfister	2024	ICLR 2025	2407.08223	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Small specialist drafts in parallel; large generalist verifies and selects.	5	3	admit	Abs page verified; small specialist drafts in parallel, large generalist verifies: the co-processor pattern. PDF downloaded.	5
State-Compression-Relay	State Compression in Two-Agent LLM Relays: A Closed-World Study of Constraint Preservation	Anantha Sharma et al.	2026	arXiv preprint	2607.18265					yes	Schema-constrained JSON hand-off preserves numeric/categorical constraints better than narrative summary	1	3	admit	Primary source opened; direct evidence numbers and dates must travel as schema, not prose	9
TRACE	TRACE: State-Aware Query Processing over Temporal Evidence Graphs for Conversational Data	Maolin Wang et al.	2026	arXiv preprint	2607.00339					yes	Hierarchical event/session/topic graph with validity annotations and typed update/contradiction relations	2	3	admit	Primary source opened; validity-filtered retrieval pattern for state-aware recall	9
TableRAG-HeteQA	TableRAG: A Retrieval Augmented Generation Framework for Heterogeneous Document Reasoning	Xiaohan Yu, Pu Jian, Chong Chen	2025	arXiv preprint	2506.10380					yes	Iterative loop of query decomposition, text retrieval, SQL programming and execution over mixed docs	1	3	admit	Primary source opened; SQL-exec-as-recall-step harness pattern for heterogeneous content	9
TableRAG-MT	TableRAG: Million-Token Table Understanding with Language Models	Si-An Chen et al.	2024	arXiv preprint	2410.04739					yes	Query expansion with schema and cell retrieval; new million-token Arcade and BIRD-SQL benchmarks	2	3	admit	Primary source opened; evidence tables must not be flattened into vector chunks	9
Sarathi-Serve	Taming Throughput-Latency Tradeoff in LLM Inference with Sarathi-Serve	Amey Agrawal, Nitin Kedia, Ashish Panwar, Jayashree Mohan, Nipun Kwatra, Bhargav S. Gulavani, Alexey Tumanov, Ramachandran Ramjee	2024	arXiv preprint	2403.02310	https://github.com/microsoft/sarathi-serve (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Stall-free chunked-prefill scheduler; 2.6x capacity on Mistral-7B/A100 and up to 5.6x with pipeline parallelism (vendor-reported).	4	3	admit	Verified at arxiv.org/abs/2403.02310; repo URL extracted from admitted PDF bytes.	6,10
BFCL	The Berkeley Function Calling Leaderboard (BFCL): From Tool Use to Agentic Evaluation of Large Language Models	Patil et al.	2025	ICML 2025 (PMLR v267)	https://proceedings.mlr.press/v267/patil25a.html	https://github.com/ShishirPatil/gorilla (leaderboard dir) + https://gorilla.cs.berkeley.edu/leaderboard	13019 (repo)	2026-04-13	Apache-2.0 (code)	benchmark + AST evaluator	AST-based executable grading of serial plus parallel plus multi-turn/stateful calls; de-facto standard MelodyScribe op-emission should be scored against.	1	3	admit	Verified via PMLR proceedings page and repo; PMLR PDF downloaded under adapted filename (no arXiv id exists).	1,10
ThinkBrake	ThinkBrake: Efficient Reasoning via Log-Probability Margin Guided Decoding	Song et al.	2025	ACL 2026 Findings	arXiv:2510.00546	https://github.com/holi-lab/ThinkBrake	0	2026-04-20	not returned by API	code	Stop thinking when </think> log-margin narrows; oracle +8%/-72% tokens; BFCL-v2 holds accuracy at -32% tokens	1	3	admit	Primary sources opened (abs + ACL DOI page + repo); only tool-call thinking study on a 4B hybrid model	4
In-Writing	Thinking Before Constraining: A Unified Decoding Framework for Large Language Models	Nguyen et al. (Nokia Bell Labs)	2026	EMNLP (per v2 comment)	arXiv:2601.07525	https://github.com/Nokia-Bell-Labs/InWriting	1	2026-05-29	BSD-3-Clause-Clear	code	Free-think first, constrain after trigger token: +27% accuracy, 100% validity, +5-20 tokens; constrain-all worse	1	3	admit	Primary sources opened (abs + repo); reason-then-format architecture for grammar-constrained emission	4
TinyAgent	TinyAgent: Function Calling at the Edge	Erdogan et al.	2024	EMNLP 2024 Demo	2409.00608	https://github.com/SqueezeAILab/TinyAgent	498	2024-09-04	MIT	models + 40k dataset + macOS app	End-to-end recipe for task-specific 1.1B/7B edge function-callers: LLMCompiler plans plus ToolRAG retrieval of tools and examples plus quantization.	1	3	admit	Verified via arXiv abs page and repo README/API; PDF downloaded.	1
ToRL	ToRL: Scaling Tool-Integrated RL	Li; Zou; Liu	2025	arXiv preprint	arXiv:2503.23383	https://github.com/GAIR-NLP/ToRL	351	2025-05-24	not returned by API	code + data + 1.5B/7B models	Tool-integrated RL from base models; 1.5B avg 48.5%; default max 1 tool call; RL-from-scratch beats SFT-first	3	3	admit	Primary sources opened (abs + repo); only tool-use RL result at 1.5B scale	4,5
ToolSandbox	ToolSandbox: A Stateful, Conversational, Interactive Evaluation Benchmark for LLM Tool Use Capabilities	Lu, Holleis, Zhang, Aumayer, Nan, Bai, Ma, Ma, Li, Yin, Wang, Pang	2024	NAACL 2025 Findings	2408.04682	https://github.com/apple-aiml-research/ToolSandbox	282	2026-09-11	NOASSERTION	yes	1032 stateful multi-turn tool-use cases with an LLM user simulator and milestone/minefield trajectory scoring.	1	3	admit	Abs page, ACL Anthology entry and repo search record fetched. Paper cites github.com/apple/ToolSandbox; found under apple-aiml-research, likely renamed.	10
Total-Recall	Total Recall at What Cost? Benchmarking the Serving Cost of Agentic Memory Systems	Natchanon Pollertlam et al.	2026	arXiv preprint	2608.11879				unknown	unknown	Mem0 vs Hindsight vs Mastra observational memory vs rolling-window vs full-transcript on 665 LoCoMo questions to 400 turns: serving cost is not predictable from conversation length.	1,2,4	3	admit	Abs + full-text HTML (Mastra/665/cost verified); the cost-of-memory evidence: pairs every cost number with accuracy, refuting cost-free memory assumptions.	2,5
Coconut	Training Large Language Models to Reason in a Continuous Latent Space	Hao et al.	2024	COLM 2025	arXiv:2412.06769	https://github.com/facebookresearch/coconut	1704	2026-07-02	MIT	code + method	Feed last hidden state back as next input embedding; latent BFS beats CoT on planning-heavy logic	3	3	admit	Primary source opened; canonical latent-thinking result	4
Voyager	Voyager: An Open-Ended Embodied Agent with Large Language Models	Guanzhi Wang et al.	2023	arXiv preprint	2305.16291	https://github.com/MineDojo/Voyager	7194 (repo-page scrape 2026-09-13, approx)	unknown	unknown	yes	Lifelong Minecraft agent holding an ever-growing library of code skills admitted only after self-verification in the environment plus curriculum-driven exploration.	4	3	admit	Abs page + PDF (%PDF) + full-text HTML opened (skill-library 58, self-verification 29, curriculum 86 hits). Core precedent: executable skill library with execution-gated admission.	8
WebXSkill	WebXSkill: Skill Learning for Autonomous Web Agents	Zhaoyang Wang et al.	2026	arXiv preprint	2604.13318					paper	Executable+guiding skills organized in an explicit skill graph (page nodes, ~4.2 skills/node); 3.8 ops/skill vs SkillWeaver 1.6; usage rate 70.8% vs 37.7%; adaptive execution-vs-guidance modes.	4	3	admit	Abs page + PDF (%PDF) + full-text excerpts opened. Only explicit skill-graph schema found: page-node organization cutting retrieval noise is directly portable to Folio indexing.	8
MERIT	When Does Memory Help? A Cost-Aware Evaluation of Long-Term Memory in Tool-Using Agents	Shweta Mishra et al.	2026	arXiv preprint	2609.05441				unknown	unknown	MERIT measures marginal utility of memory for task-executing agents with explicit cost accounting, leak-checked episodic tool-use tasks plus a difficulty ladder.	1,2,4,5	3	admit	Abs + full-text HTML (MERIT/leak/marginal-utility verified); reframes routing evaluation as marginal task utility per cost, the metric MelodyScribe ingest decisions should optimize.	2
When-More-is-Less	When More is Less: Understanding Chain-of-Thought Length in LLMs	Wu et al.	2025	arXiv preprint	arXiv:2502.07266	none verified				none (theory + experiments)	Accuracy is inverted-U in CoT length; optimal length rises with difficulty, falls with capability; RL simplicity bias	3	3	admit	Primary source opened; scaling law for optimal thinking length	4
XGrammar	XGrammar: Flexible and Efficient Structured Generation Engine for Large Language Models	Yixin Dong, Charlie F. Ruan, Yaxing Cai, Ruihang Lai, Ziyi Xu, Yilong Zhao, Tianqi Chen	2024	arXiv preprint	2411.15100	https://github.com/mlc-ai/xgrammar	1885	2026-09-13	Apache-2.0	paper+code	Byte-level pushdown automaton with token-mask cache and co-designed persistent-stack execution; near-zero grammar overhead claim (vendor-reported).	1	3	admit	Verified at arxiv.org/abs/2411.15100 (README citation) and GitHub API; directly addresses the 9x grammar-filtering ingest bottleneck.	6
Zep	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	Preston Rasmussen et al.	2025	arXiv preprint	2501.13956	https://github.com/getzep/graphiti	30850	2026-09-11	Apache-2.0	yes	Ingest extracts entities/edges/facts from messages into a bi-temporal episode graph (invalid_at invalidation); beats MemGPT on the DMR retrieval benchmark.	2,5	3	admit	Abs + full-text HTML (entity/edge/episode/fact extraction verified) + repo opened; temporal invalidation is the published answer to contradiction handling.	2,3,9
prem-1B-SQL	prem-1B-SQL text-to-SQL model (weights)		2024			https://huggingface.co/prem-research/prem-1B-SQL	48 likes / 435 downloads	2024-08-31	Apache-2.0	yes	1B text-to-SQL model; 1B scale can emit SQL with fine-tuning	1	3	admit	Hugging Face API verified; directly counters the brief finding that 1B emits nothing under grammar decoding	9
s1	s1: Simple test-time scaling	Muennighoff et al.	2025	arXiv preprint	arXiv:2501.19393	https://github.com/simplescaling/s1	6668	2025-06-25	Apache-2.0	model + s1K data + code	Budget forcing (kill thinking or append Wait) on 1K-curated traces; +27% over o1-preview	3	3	admit	Primary source opened; canonical budget-control mechanism	4
tau-bench	tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains	Yao, Shinn, Razavi, Narasimhan	2024	ICLR 2025	2406.12045	https://github.com/sierra-research/tau-bench	1433	2026-03-18	MIT	yes	Retail/airline agent benchmark with LM-simulated users, policy documents, DB-state matching eval and a pass-k consistency metric.	2	3	admit	Abs page, ICLR proceedings entry and repo API record opened/fetched.	10
vLLM-APC-docs	vLLM Automatic Prefix Caching (documentation)	n/a	n/a	vLLM official docs (fetched Sep 2026)	https://docs.vllm.ai/en/latest/features/automatic_prefix_caching/		n/a	n/a	n/a	docs	enable_prefix_caching reuses block-granular KV for shared prefixes; helps prefill only, never decode; no gain without shared prefix.	4	3	admit	Verified by fetching the docs page (first guessed URL 404d; corrected path verified); primary source for what the API allows.	6
xLAM	xLAM: A Family of Large Action Models to Empower AI Agent Systems	Zhang et al.	2024	Technical report	2409.03215	Hugging Face Salesforce org (models; no GitHub repo)	unknown	unknown	unknown (check per-model card)	1B to 8x22B dense/MoE weights	Unified data pipeline across action datasets; 1B model beats GPT-3.5-Turbo and 7B tops BFCL over GPT-4 (vendor-reported).	1	3	admit	Verified via arXiv abs page; PDF downloaded.	1
AFlow	AFlow: Automating Agentic Workflow Generation	Jiayi Zhang et al.	2025	ICLR 2025	2410.10762					paper	Workflow optimization as MCTS search over code-represented node/edge graphs with execution feedback; +5.7% over manual, +19.5% over automated baselines; small models beat GPT-4o at 4.55% cost.	4	2	admit	Abs page + ICLR proceedings page + PDF (%PDF) opened. Shows learned procedures as searchable code graphs; cost-per-performance framing relevant to small-model harness.	8
Emulated-Fine-Tuning	An Emulator for Fine-Tuning Large Language Models using Small Language Models	Eric Mitchell, Rafael Rafailov, Archit Sharma, Chelsea Finn, Christopher D. Manning	2023	preprint	2310.12962	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Test-time logit arithmetic mixing pre-train and fine-tune scales.	5	2	admit	Abs page verified; proxy-style logit arithmetic emulating cross-scale pre-train/fine-tune mixes at test time. PDF downloaded.	5
Apple-AFM	Apple Intelligence Foundation Language Models	Gunter et al.	2024	arXiv preprint (technical report)	2407.21075	none (closed)	n/a	n/a	proprietary	paper only	3B on-device model distilled plus pruned plus 3.7-bit palettized; per-task rank-16 LoRA adapters swapped on the fly; on-device plus server split.	4	2	admit	Verified via arXiv abs page; closed weights limit reuse to the adapter/quantization pattern; PDF downloaded.	1
KV-timing-side-channel	Characterizing Contention-Induced Reliability Collapse in KV-Cache Timing Side Channels for Multi-Tenant LLM Serving	Rana Abu Bakar	2026	arXiv preprint	2609.06853		n/a	n/a	n/a	paper	Measures prefix-cache timing-signal reliability under contention on live vLLM (DeepSeek-R1-Distill-Llama-8B); effect size collapses with workers.	4	2	admit	Verified at arxiv.org/abs/2609.06853; found by forward-chaining; primary security evidence for shared-prefix reuse.	6
Contrastive-Decoding	Contrastive Decoding: Open-ended Text Generation as Optimization	Xiang Lisa Li, Ari Holtzman, Daniel Fried, Percy Liang, Jason Eisner, Tatsunori Hashimoto, Luke Zettlemoyer, Mike Lewis	2022	ACL 2023 (main conference long paper)	2210.15097	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Expert-minus-amateur logit arithmetic under a plausibility constraint.	5	2	admit	Abs page verified; expert-minus-amateur logit arithmetic, zero training. PDF downloaded.	5
SLOWeave	Deadline-Aware Adaptive Prefill Chunking for Efficient Large Language Model Serving	Siyu Song, Qi Bai, Jinbo Hao, Kai Li, Chenchen Wang, Jiayu Sun	2026	arXiv preprint	2609.07883		n/a	n/a	n/a	paper	Online scheduler picking the largest prefill chunk that finishes before the earliest decode deadline; no per-workload tuning.	4	2	admit	Verified at arxiv.org/abs/2609.07883; found by forward-chaining vLLM/SGLang citations; no repo link in PDF.	6
DKT	Deep Knowledge Tracing	Chris Piech et al.	2015	arXiv preprint	1506.05908					paper	RNN that predicts student performance from interaction sequences; models latent knowledge state without an explicit skill graph.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (knowledge-tracing 84 hits). Baseline: implicit-state tracing before graph-based KT; shows what a graph adds.	8
DistServe	DistServe: Disaggregating Prefill and Decoding for Goodput-optimized Large Language Model Serving	Yinmin Zhong, Shengyu Liu, Junda Chen, Jianbo Hu, Yibo Zhu, Xuanzhe Liu, Xin Jin, Hao Zhang	2024	arXiv preprint	2401.09670	https://github.com/LLMServe/DistServe (linked in paper PDF; stars unverified, GitHub API rate-limited)	n/a	n/a	unverified	paper	Goodput (SLO-meeting throughput) optimizer placing prefill/decode across GPUs; placement + parallelism search.	4	2	admit	Verified at arxiv.org/abs/2401.09670 (initial ID guess 2402.10028 was wrong; corrected via OpenAlex); repo URL from admitted PDF bytes.	6
ITER-RETGEN	Enhancing Retrieval-Augmented Large Language Models with Iterative Retrieval-Generation Synergy	Shao, Zhihong; Gong, Yeyun; Shen, Yelong; Huang, Minlie; Duan, Nan; Chen, Weizhu	2023	arXiv preprint	2305.15294					unknown	Prior-generation-as-context iterated retrieve-generate loop	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF); two-iteration optimum confirmed in PDF text.	3
FastServe	Fast Distributed Inference Serving for Large Language Models	Bingyang Wu, Yinmin Zhong, Zili Zhang, Shengyu Liu, Fangyue Liu, Yuanhang Sun, Gang Huang, Xuanzhe Liu, Xin Jin	2023	arXiv preprint	2305.05920		n/a	n/a	n/a	paper	Skip-join multi-level feedback queue with proactive KV-cache upload/download overlap; no own repo link in PDF.	4	2	admit	Verified at arxiv.org/abs/2305.05920; preemptive priority scheduling reference.	6
GraphRAG	From Local to Global: A Graph RAG Approach to Query-Focused Summarization	Darren Edge et al.	2024	arXiv preprint	2404.16130	https://github.com/microsoft/graphrag	35962	2026-09-08	MIT	yes	Leiden community detection over an LLM-extracted graph with community summaries (plus gleanings) for global questions.	2	2	admit	Abs + full-text HTML (Leiden/community/gleaning verified) + repo opened; community-summary ingest as the expensive end of graph construction; cost caution for MelodyScribe.	2
Generative-Agents	Generative Agents: Interactive Simulacra of Human Behavior	Joon Sung Park et al.	2023	arXiv preprint	2304.03442					paper	Memory stream of observations with importance scoring plus periodic reflection; retrieval by recency+importance+relevance; reflection admitted on schedule not per event.	4	2	admit	Abs page + PDF (%PDF) + full-text HTML opened (memory-stream 25, reflection 55, importance-score 5 hits). Earliest reflection-gating + importance admission precedent.	8
GritLM	Generative Representational Instruction Tuning	Muennighoff, Niklas; Su, Hongjin; Wang, Liang; Yang, Nan; Wei, Furu; Yu, Tao; Singh, Amanpreet; Kiela, Douwe	2024	arXiv preprint	2402.09906	https://github.com/ContextualAI/gritlm				yes	One model for embedding and generation via instruction switch	2	2	admit	Verified on arXiv abs page 2026-09-13; PDF downloaded (%PDF). Repo stated in paper.	3
Hindsight-Memory-PRM	Hindsight Memory-PRM: Supervising Memory Management with Auditable Hindsight Credit	Haoxuan Jia, Yang Liu, Yingguang Yang, Yancheng Chen, Chongyang Zhang, Hao Zheng, Qian Li, Yulin Huang, Jianshen Zhang, Yongzhi Qi, Shang Luo, Kefu Xu, Hao Peng, Junyu Lu, Du Cheng, Philip S. Yu, Bin Chong	2026	preprint	2608.29605	unverified (no GitHub link on abs page)	unverified	unverified	unverified	paper	Intervention-calibrated credit for memory ops from retrieval/citation audit trails.	5	2	admit	Abs page verified; intervention-calibrated memory-utility credit; 8B local policy beats API teacher on LoCoMo/LongMemEval. PDF downloaded.	5
InjecMEM	InjecMEM: Memory Injection Attack on LLM Agent Memory Systems	Hanling Tian et al.	2026	arXiv preprint	2608.23471	https://github.com/BlueBlood6/InjecMEM	2 (repo-page scrape 2026-09-13, approx)	unknown	unknown	yes	Single-interaction memory injection with retriever-agnostic anchor plus optimized adversarial command; robust to memory drift and placement; non-target queries unaffected.	4	2	admit	Abs page + full-text HTML excerpt + PDF (%PDF) opened. Newest injection variant; motivates anchor-resistance (topical-cue) requirements for learning-graph retrieval.	8
