name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
BERT-flow	On the Sentence Embeddings from Pre-trained Language Models	Li, Zhou, He, Wang, Yang, Li	2020	EMNLP 2020 (per arXiv abs page)	2011.05864					code linked from paper	Diagnoses anisotropic BERT sentence space, fixes it with unsupervised normalising flows.	1	3	admit	Verified at arxiv.org/abs/2011.05864.	6
INSTRUCTOR	One Embedder Any Task: Instruction-Finetuned Text Embeddings	Su et al.	2022	ACL 2023 Findings	2212.09741	https://github.com/xlang-ai/instructor-embedding	2022	2025-01-15	Apache-2.0	yes (hkunlp/instructor-base-large-xl on HF)	Concatenate a natural-language task instruction to every input and contrastive-train one encoder on 330 tasks.	3	3	admit	Abs page, PDF, and project page opened; instruction format and +3.4% figure verified.	5
Prompt-sensitivity	One prompt is not enough: Instruction Sensitivity Undermines Embedding Model Evaluation	Kostiuk and Enevoldsen	2026	arXiv preprint	2605.22544	unverified	unverified	unverified	unverified	no (code per paper, URL unopened)	Fifteen prompts per task over 6 models and 11 datasets show single-prompt scores misrepresent the distribution and rankings are gameable.	3	3	admit	Abs page, HTML, and PDF opened; study design and ranking-instability finding verified.	5
OneGen	OneGen: Efficient One-Pass Unified Generation and Retrieval for LLMs	Jintian Zhang, Cheng Peng, Mengshu Sun, Xiang Chen, Lei Liang, Zhiqiang Zhang, Jun Zhou, Huajun Chen, Ningyu Zhang	2024	EMNLP 2024	2409.05152	https://github.com/zjunlp/OneGen	148	2024-11-13	MIT	code yes / weights on HF (zjunlp org, unverified count)	One forward pass emits retrieval tokens and generation tokens together via retrieval-token markers; single-pass RAG/EL without a separate retriever call.	2	3	admit	Verified at arXiv abs page; EMNLP 2024 per repo description via GitHub API; HF org models sighted via HF API.	4
Orca	Orca: A Distributed Serving System for Transformer-Based Generative Models	G.-I. Yu, J. S. Jeong, G.-W. Kim, S. Kim, B.-G. Chun	2022	OSDI 2022	doi:10.5555/3542929.3542970 (no arXiv)	https://www.usenix.org/conference/osdi22/presentation/yu	-	-	-	no public code	Iteration-level (continuous) batching + selective batching; 36.9x throughput vs FasterTransformer on GPT-3 175B	5	3	admit	Opened USENIX page + USENIX PDF (no arXiv exists; filed as OSDI22 PDF with documented exception). Origin of continuous batching.	8
PLAID	PLAID: An Efficient Engine for Late Interaction Retrieval	Santhanam, Keshav; Khattab, Omar; Potts, Christopher; Zaharia, Matei	2022	arXiv preprint	2205.09707	-			n/a (paper)	unknown	Centroid interaction + pruning engine: 2.5-6.8x GPU / 9.2-45x CPU speedups at 140M passages	6	3	admit	Abs page + PDF verified; serving engine making late interaction CPU-viable	10
Preble	Preble: Efficient Distributed Prompt Scheduling for LLM Serving	V. Srivatsa, Z. He, R. Abhyankar, D. Li, Y. Zhang	2024	ICLR 2025	2407.00023	-	-	-	-	unknown (promised on acceptance)	E2 exploit/explore scheduler co-optimising KV reuse + load balance; 1.5-14.5x avg latency, 2-10x p99	5	3	admit	Opened arxiv abs via search excerpt + PDF. Direct answer to prompt ordering across workers.	8
PromptCache	Prompt Cache: Modular Attention Reuse for Low-Latency Inference	I. Gim, G. Chen, S. Lee, N. Sarda, A. Khandelwal, L. Zhong	2023	MLSys 2024	2311.04934	-	-	-	-	unknown	Schema-declared prompt modules with position-correct KV reuse; 8x GPU / 60x CPU TTFT cuts	5	3	admit	Opened arxiv abs + PDF (re-verified known item). Schema discipline relevant to Score sections.	8
Promptagator	Promptagator: Few-shot Dense Retrieval From 8 Examples	Zhuyun Dai, Vincent Y. Zhao, Ji Ma et al.	2022	arXiv preprint	2209.11755	none located (Google-internal FLAN pipeline)	n/a	n/a	n/a	unverified	Few-shot prompted LLM writes per-task synthetic queries, then task-specific dual-encoder training.	1	3	admit	Few-shot synthetic recipe needing only 8 examples per task; no public training code found.	2,6
Promptriever	Promptriever: Instruction-Trained Retrievers Can Be Prompted Like Language Models	Weller et al.	2024	ICLR 2025	2409.11136	https://github.com/orionw/promptriever	93	2025-05-08	unverified	yes (samaya-ai/promptriever-* on HF plus msmarco-w-instructions dataset)	Per-instance instruction training with instruction negatives makes a bi-encoder promptable like an LM.	3	3	admit	Abs page, HTML, PDF, proceedings, and repo page opened; instruction-negative recipe and metric deltas verified.	5
QLoRA	QLoRA: Efficient Finetuning of Quantized LLMs	Tim Dettmers, Artidoro Pagnoni, Ari Holtzman et al.	2023	arXiv preprint	2305.14314	https://github.com/artidoro/qlora	11013	2024-06-10	MIT	n/a (method, not a model)	Frozen 4-bit base with LoRA adapters; 65B fine-tunable on one 48GB GPU at full 16-bit quality.	1	3	admit	Single-GPU fit technique that decides what a 16GB rig can train; repo facts fetched from GitHub API.	2
qwen3emb	Qwen3 Embedding: Advancing Text Embedding and Reranking Through Foundation Models	Yanzhao Zhang; Mingxin Li; Dingkun Long; Xin Zhang; Huan Lin; Baosong Yang; Pengjun Xie; An Yang; Dayiheng Liu; Junyang Lin; Fei Huang; Jingren Zhou	2025	arXiv preprint	2506.05176	https://github.com/QwenLM/Qwen3-Embedding	2030	2025-09-30	not stated (API null)	yes (weights 0.6B/4B/8B)	0.6B-8B series; unsupervised pretrain plus supervised FT plus model merging; 0.6B hits the MelodyScribe size band.	1	3	admit	In-band (0.6B) current top-tier recipe incl. merging; successor to GTE-Qwen line.	1,2,3,5
echo	Repetition Improves Language Model Embeddings	Jacob Mitchell Springer; Suhas Kotha; Daniel Fried; Graham Neubig; Aditi Raghunathan	2024	arXiv preprint	2402.15449					method only	Repeat-input prompting gives causal LMs bidirectional-like embeddings, +5% zero-shot, no training.	1	3	admit	Cheapest decoder-to-embedder conversion; directly informs EMB-marker design.	1,5
RepDeg	Representation Degeneration Problem in Training Natural Language Generation Models	Gao, He, Tan, Qin, Wang, Liu	2019	arXiv preprint	1907.12009					unknown	Diagnoses why likelihood training degenerates token-embedding geometry (per title).	1	3	admit	Verified at arxiv.org/abs/1907.12009; correct id recovered via OpenAlex.	6
Brewing-BEIR	Resources for Brewing BEIR: Reproducible Reference Models and an Official Leaderboard	Kamalloo, Thakur, Lassance, Ma, Yang, Lin	2023	arXiv preprint (project README cites SIGIR 2024)	2306.07471	https://github.com/beir-cellar/beir	2288	2025-10-16	Apache-2.0	yes — reference models + official leaderboard (per paper title)	Reproducible BEIR baselines plus effect-size meta-analysis replacing naive cross-dataset averaging.	1	3	admit	Verified at arxiv.org/abs/2306.07471.	6
XTR	Rethinking the Role of Token Retrieval in Multi-Vector Retrieval (XTR)	Lee, Jinhyuk; Dai, Zhuyun; Duddu, Sai Meher Karthik; Lei, Tao; Naim, Iftekhar; Chang, Ming-Wei; Zhao, Vincent Y.	2023	arXiv preprint	2304.01982	-			n/a (paper)	unknown	Retrieve-top-tokens objective; +2.8 nDCG@10 on BEIR; scoring stage 4000x fewer FLOPs	6	3	admit	Abs page + PDF verified; cheapest multi-vector scoring, best zero-shot in lane	4,10
RetroLLM	RetroLLM: Empowering Large Language Models to Retrieve Fine-grained Evidence within Generation	Xiaoxi Li, Jiajie Jin, Yujia Zhou, Yongkang Wu, Zhonghua Li, Qi Ye, Zhicheng Dou	2024	ACL 2025	2412.11919	https://github.com/sunnynexus/RetroLLM	116	2025-01-23	MIT	code yes / weights unverified	One LLM integrates retrieval and generation in a single process, generating fine-grained evidence from the corpus via constrained decoding; removes the separate retriever.	2	3	admit	Verified at arXiv abs page (title/authors/dates/abstract); repo stars/push/license verified via GitHub API, whose description tags ACL 2025.	4
RocketQA	RocketQA: An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering	Yingqi Qu, Yuchen Ding, Jing Liu et al.	2020	arXiv preprint	2010.08191	https://github.com/PaddlePaddle/RocketQA	784	2023-12-19	Apache-2.0	unverified	Cross-batch negatives, denoised hard negatives, and data augmentation for dual-encoders.	1	3	admit	False-negative handling and bigger effective batches without bigger GPUs; repo facts fetched from GitHub API.	2
SARATHI	SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills	A. Agrawal, A. Panwar, J. Mohan, N. Kwatra, B. Gulavani, R. Ramjee	2023	arXiv preprint	2308.16369	-	-	-	-	unknown	Chunked prefills + decode-maximal batching; decode piggybacking; up to 10x decode throughput (LLaMA-13B/A6000)	5	3	admit	Opened arxiv abs + PDF. ID confirmed via DistServe references; scheduling basis for batching workers.	8
SGLang-RadixAttention	SGLang: Efficient Execution of Structured Language Model Programs	L. Zheng, L. Yin, Z. Xie, C. Sun, J. Huang, C. H. Yu, S. Cao, C. Kozyrakis, I. Stoica, J. Gonzalez, C. Barrett, Y. Sheng	2023	arXiv preprint	2312.07104	https://github.com/sgl-project/sglang	35852	2026-09-12	Apache-2.0	yes (engine)	RadixAttention tree-structured KV reuse across forked programs; compressed FSM for structured decode; up to 6.4x throughput	5	3	admit	Opened arxiv abs + PDF; repo via GitHub API. Direct recipe for shared-prefix workers.	8
SPANN	SPANN: Highly-efficient Billion-scale Approximate Nearest Neighbor Search	Chen, Qi; Zhao, Bing; Wang, Haidong; Li, Mingqin; Liu, Chuanjie; Li, Zengzhong; Yang, Mao; Wang, Jingdong	2021	Accepted to NeurIPS 2021 (abs page)	2111.08566	https://github.com/microsoft/SPTAG			MIT (via SPTAG repo)	yes	Memory-disk hybrid inverted index; 2x faster than DiskANN at 90% recall, ~1ms, 32GB	6	3	admit	Abs page + PDF verified; beyond-RAM scaling path with measured DiskANN comparison	10
spladev2	SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval	Thibault Formal; Carlos Lassance; Benjamin Piwowarski; Stéphane Clinchant	2021	arXiv preprint	2109.10086	https://github.com/naver/splade	1011	2024-05-03	NOASSERTION	yes (weights+code)	MLM-head sparse expansion with FLOPS regularization; inverted-index retrieval.	1	3	admit	Core learned-sparse architecture; efficiency/lexical-match complement to dense.	1,10
PromptEOL	Scaling Sentence Embeddings with Large Language Models	Jiang et al.	2023	EMNLP 2024 Findings	2307.16645	unverified	unverified	unverified	unverified	unverified	The This-sentence-means-in-one-word template plus in-context demonstrations for training-free decoder embeddings.	3	3	admit	Abs page opened; one-word-limitation template and scaling result verified. Code URL in paper not opened; artefact field unverified.	5
sbert	Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks	Nils Reimers; Iryna Gurevych	2019	arXiv preprint	1908.10084	https://github.com/huggingface/sentence-transformers	19092	2026-09-11	Apache-2.0	yes (weights+code)	Siamese/triplet fine-tune of BERT producing cosine-comparable sentence vectors; 65h->seconds pair search.	1	3	admit	Foundational bi-encoder; baseline architecture for all single-vector work.	1,2,3,6,10
SimCSE	SimCSE: Simple Contrastive Learning of Sentence Embeddings	Tianyu Gao, Xingcheng Yao, Danqi Chen	2021	EMNLP 2021	2104.08821	https://github.com/princeton-nlp/SimCSE	3652	2024-10-16	MIT	unverified	Dropout-as-augmentation unsupervised positives; supervised NLI entailment/contradiction variant.	1	3	admit	Minimal positive-construction recipe; venue per official repo description; repo facts fetched from GitHub API.	2,6
Sarathi-Serve	Taming Throughput-Latency Tradeoff in LLM Inference with Sarathi-Serve	A. Agrawal, N. Kedia, A. Panwar, J. Mohan, N. Kwatra, B. Gulavani, A. Tumanov, R. Ramjee	2024	arXiv preprint	2403.02310	-	-	-	-	yes (paper states source available)	Stall-free chunked-prefill scheduler; 2.6x capacity vs vLLM (Mistral-7B/1xA100), up to 5.6x with pipeline parallelism	5	3	admit	Opened arxiv abs + PDF. Directly answers prompt/output ordering for mixed batches.	8
e5	Text Embeddings by Weakly-Supervised Contrastive Pre-training	Liang Wang; Nan Yang; Xiaolong Huang; Binxing Jiao; Linjun Yang; Daxin Jiang; Rangan Majumder; Furu Wei	2022	arXiv preprint	2212.03533					yes (weights)	Weakly-supervised CCPairs contrastive pretraining; first to beat BM25 zero-shot on BEIR.	1	3	admit	Two-stage recipe reference plus first BM25-beating zero-shot number on BEIR.	1,2,3,6,10
Text2KGBench	Text2KGBench: A Benchmark for Ontology-Driven Knowledge Graph Generation from Text	Nandana Mihindukulasooriya, Sanju Tiwari, Carlos F. Enguix, Kusum Lata	2023	ISWC 2023	2308.02357	https://github.com/cenguix/Text2KGBench	92	2024-05-06	Apache-2.0 (data CC BY 4.0)	benchmark+code+prompts released	Ontology-guided fact extraction task with 7 metrics for extraction, conformance, hallucination	4	3	admit	Verified at arxiv.org/abs/2308.02357 and repo page; PDF downloaded and header-checked	7
AlignUniform	Understanding Contrastive Representation Learning through Alignment and Uniformity on the Hypersphere	Wang, Isola	2020	ICML 2020 (per arXiv abs page)	2005.10242					code linked from paper page	Contrastive loss asymptotically optimises alignment of positives plus uniformity on the hypersphere.	1	3	admit	Verified at arxiv.org/abs/2005.10242.	6
UIE	Unified Structure Generation for Universal Information Extraction	Yaojie Lu, Qing Liu, Dai Dai, Xinyan Xiao, Hongyu Lin, Xianpei Han, Le Sun, Hua Wu	2022	ACL 2022	2203.12277	https://github.com/universal-ie/UIE	955	2022-07-30	unverified	code+model stated released	SEL linearization plus structural schema instructor (spot/associate/generate control)	4	3	admit	Verified at arxiv.org/abs/2203.12277 and ACL Anthology page; PDF downloaded and header-checked	7
UniversalNER	UniversalNER: Targeted Distillation from Large Language Models for Open Named Entity Recognition	Wenxuan Zhou, Sheng Zhang, Yu Gu, Muhao Chen, Hoifung Poon	2023	ICLR 2024	2308.03279	https://github.com/universal-ner/universal-ner	375	2023-12-04	MIT	recipe+data+models (UniNER-7B/13B) released	ChatGPT-distilled open NER via mission-focused instruction tuning on diverse web text	4	3	admit	Verified at arxiv.org/abs/2308.03279 and repo page; PDF downloaded and header-checked	7
Contriever	Unsupervised Dense Information Retrieval with Contrastive Learning	Gautier Izacard, Mathilde Caron, Lucas Hosseini et al.	2021	arXiv preprint	2112.09118	https://github.com/facebookresearch/contriever	779	2023-04-07	NOASSERTION	unverified	Unsupervised contrastive pretraining with ICT and cropping augmentations.	1	3	admit	Unsupervised-only baseline recipe needing no labels at all; repo facts fetched from GitHub API.	2,6
Whitening	Whitening Sentence Representations for Better Semantics and Faster Retrieval	Su, Cao, Liu, Ou	2021	arXiv preprint	2103.15316	https://github.com/bojone/BERT-whitening	486	2021-06-17	none declared	yes — reference code	Closed-form whitening (mean-subtract + PCA-whiten + truncate) fixes anisotropy and speeds retrieval.	1	3	admit	Verified at arxiv.org/abs/2103.15316; repo facts via GitHub API.	6
Zep	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	Preston Rasmussen, Pavlo Paliychuk, Travis Beauvais, Jack Ryan, Daniel Chalef	2025	arXiv preprint	2501.13956	https://github.com/getzep/graphiti	30832	2026-09-11	Apache-2.0	code (Graphiti) released	Episodic ingest with entity/fact/temporal extraction, edge dedup and bi-temporal invalidation	4	3	admit	Verified at arxiv.org/abs/2501.13956 and repo page; PDF downloaded and header-checked	7,9
Papaluca-TE	Zero- and Few-Shots Knowledge Graph Triplet Extraction with Large Language Models	Andrea Papaluca, Daniel Krefl, Sergio Rodriguez Mendez, Artem Lensky, Hanna Suominen	2023	KaLLM 2024 workshop	2312.01954	repo URL not captured	unknown	unknown	unknown	artefact status unverified	Head-to-head triplet-extraction prompts across LLM sizes in zero- and few-shot settings	4	3	admit	Verified at arxiv.org/abs/2312.01954 and ACL Anthology page; PDF downloaded and header-checked	7
ChatIE	Zero-Shot Information Extraction via Chatting with ChatGPT	Xiang Wei, Xingyu Cui, Ning Cheng, Xiaobin Wang, Xin Zhang, Shen Huang, Pengjun Xie, Jinan Xu, Yufeng Chen, Meishan Zhang	2023	arXiv preprint	2302.10205	https://github.com/cocacola-lab/chatie	826	2024-05-28	NOASSERTION-listed	code/demo released	Two-stage multi-turn QA: find candidate types first, then chain-extract per type	4	3	admit	Verified via arxiv HTML excerpt and repo page; PDF downloaded from arxiv.org/pdf/2302.10205 and header-checked	7
iText2KG	iText2KG: Incremental Knowledge Graphs Construction Using Large Language Models	Yassir Lairgi, Ludovic Moncla, Remy Cazabet, Khalid Benabdeslem, Pierre Cleau	2024	WISE 2024	2409.03284	https://github.com/AuvaLab/itext2kg	965	2026-09-04	Apache-2.0	code+data released	Four-module zero-shot pipeline separating entity and relation extraction with matcher-based resolution	4	3	admit	Verified at arxiv.org/abs/2409.03284; PDF downloaded and header-checked	7
jina-embeddings-v3	jina-embeddings-v3: Multilingual Embeddings With Task LoRA	Saba Sturua et al.	2024	arXiv preprint	2409.10173	no official training repo found (weights: jinaai/jina-embeddings-v3, 2.0M downloads)	n/a	n/a	CC-BY-NC-4.0 (weights)	yes (570M params, 8192 tokens)	570M multilingual model with task-specific LoRA adapters; long-context retrieval	1	3	admit	Primary source opened (arXiv abs). Task-LoRA pattern for query/doc asymmetry.	3,10
mergekit	mergekit: tools for merging pretrained large language models	arcee-ai contributors	2024	n/a (tool)	n/a	https://github.com/arcee-ai/mergekit	7347	2026-09-12	LGPL-3.0	tool released (conda/pip)	Implementation of SLERP/TIES/DARE/task-arithmetic merges with YAML recipes; the practical route to fuse an embed-tuned LoRA/full model with its generative base.	2	3	admit	Repo stars/push/license verified via GitHub API. No paper; admitted as reusable artefact per brief section 6 item 6.	3,4,7,9
vLLM-engine	vLLM serving engine (repo + docs)	vLLM project	2023	software	-	https://github.com/vllm-project/vllm	91577	2026-09-12	Apache-2.0	yes (runnable engine)	APC via enable_prefix_caching with hash-chained KV blocks + cache_salt tenant isolation; chunked prefill + continuous batching built in	5	3	admit	Repo via GitHub API; APC feature + design docs opened via official docs site. Runnable on 16GB GPUs for 0.3-2B models.	8,10
UnifiedOnDevice	A Unified Model and Document Representation for On-Device Retrieval-Augmented Generation	Julian Killingback, Ofer Meshi, Henry Li, Hamed Zamani, Maryam Karimzadehgan	2026	arXiv preprint	2604.14403				UNK	code unverified	Unified model+document representation so the whole RAG pipeline runs on-device for private local querying; small-model unified relevance.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from OneGen citations. Repository not checked this session.	4
AIR-Bench	AIR-Bench: Automated Heterogeneous Information Retrieval Benchmark	Chen, Wang, Li, Wang, Xiao, Xiao, Liao, Lian, Liu	2024	arXiv preprint (ACL 2025 per OpenAlex, secondary)	2412.13102					unknown — see paper	Automated heterogeneous IR benchmark (per title); the closest public recipe for private-corpus eval sets.	1	2	admit	Verified at arxiv.org/abs/2412.13102; correct id recovered via OpenAlex after a misrecalled id failed verification.	6
ARES	ARES: An Automated Evaluation Framework for Retrieval-Augmented Generation Systems	Saad-Falcon, Khattab, Potts, Zaharia	2023	NAACL 2024 (per OpenAlex, secondary)	2311.09476	https://github.com/stanford-futuredata/ARES	732	2025-03-28	Apache-2.0	yes — code	Automated RAG-system eval over synthetic queries and judgments (per title).	1	2	admit	Verified at arxiv.org/abs/2311.09476; repo facts via GitHub API.	6
AIM	Activation-Informed Merging of Large Language Models	Amin Heyrani Nobari, Kaveh Alim, Ali ArjomandBigdeli, Akash Srivastava, Faez Ahmed, Navid Azizan	2025	arXiv preprint	2502.02421				UNK	code unverified	AIM folds activation-space information into any merging method to preserve critical base weights; a guard against generation degradation when merging an embed-tuned model home.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via arXiv search on merging. Repository not checked this session.	4
InBedder	Answer is All You Need: Instruction-following Text Embedding via Answering the Question	Peng et al.	2024	ACL 2024	2402.09642	https://github.com/zhang-yu-wei/InBedder	31	2024-10-11	MIT	yes (code, dataset, pretrained models per repo)	Embed the expected answer to the instruction-as-question instead of the instruction-text concatenation, trained on abstractive QA only.	3	2	admit	Abs page, HTML, ACL page, and repo page opened; embed-via-answering design and QA-training recipe verified.	5
BIRCO	BIRCO: A Benchmark of Information Retrieval Tasks with Complex Objectives	Wang, Wang, Cao, Wang, Paturi, Bergen	2024	arXiv preprint	2402.14151					unknown — see paper	Retrieval tasks with complex objectives (per title).	1	2	admit	Verified at arxiv.org/abs/2402.14151.	6
BaggingMerge	Bagging-Based Model Merging for Robust General Text Embeddings	Hengran Zhang, Keping Bi, Jiafeng Guo, Jiaming Zhang, Wenbo Yang, Daiting Shi, Xueqi Cheng	2026	arXiv preprint	2602.05787				UNK	code unverified	Systematic study of multi-task embedding training (scheduling) vs model merging for general embeddings and domain adaptation; merging as an alternative to joint training.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via arXiv search on merging+embedding. Repository not checked this session.	4
C-Pack	C-Pack: Packed Resources For General Chinese Embeddings	Shitao Xiao et al.	2023	arXiv preprint	2309.07597	https://github.com/FlagOpen/FlagEmbedding	12153	2026-08-24	MIT (code)	yes (BGE small/base/large; bge-small-en-v1.5, 64M downloads, MIT)	BGE-family training resources: data, small-model baselines, C-MTEB evaluation	1	2	admit	Primary source opened (arXiv abs; paper linked from verified HF card). BGE small-model training context.	1,3,10
DoG	Decoding on Graphs: Faithful and Sound Reasoning on Knowledge Graphs through Generation of Well-Formed Chains	Kun Li, Tianhua Zhang, Xixin Wu, Hongyin Luo, James Glass, Helen Meng	2024	ACL 2025	2410.18415	repo URL not captured	unknown	unknown	unknown	artefact status unverified	KG-topology token mask forces well-formed triplet chains during generation	4	2	admit	Verified at arxiv.org/abs/2410.18415 and ACL Anthology PDF page; PDF downloaded and header-checked	7
DeepSpeed-FastGen	DeepSpeed-FastGen: High-throughput Text Generation for LLMs via MII and DeepSpeed-Inference	C. Holmes, M. Tanaka, M. Wyatt, A. A. Awan, J. Rasley, S. Rajbhandari, R. Y. Aminabadi, H. Qin, A. Bakhtiari, L. Kurilenko, Y. He	2024	arXiv preprint	2401.08671	https://github.com/deepspeedai/DeepSpeed	-	-	Apache-2.0	yes (in DeepSpeed repo)	Dynamic SplitFuse token-budget batching; 2.3x effective throughput, 2x avg latency vs vLLM	5	2	admit	Opened arxiv abs via search excerpt + PDF. ID corrected from wrong recall (2310.18358) via search.	8
monoT5	Document Ranking with a Pretrained Sequence-to-Sequence Model	Nogueira, Rodrigo; Jiang, Zhiying; Lin, Jimmy	2020	arXiv preprint	2003.06713	-			n/a (paper)	unknown	Relevance labels as target words; T5-base MRR@10 0.363, T5-large 0.383 on MS MARCO	6	2	admit	Abs page + PDF verified; generative reranker pattern, data-poor-regime strength	10
EAGLE-2	EAGLE-2: Faster Inference of Language Models with Dynamic Draft Trees	Y. Li, F. Wei, C. Zhang, H. Zhang	2024	EMNLP 2024	2406.16858	-	-	-	-	unknown	Confidence-driven dynamic draft trees, no extra training over EAGLE; 3.05-4.26x, 20-40% over EAGLE	5	2	admit	Opened arxiv abs via search excerpt + PDF (ACL Anthology confirms EMNLP 2024). Draft-tree adaptation without retraining.	8
EAGLE	EAGLE: Speculative Sampling Requires Rethinking Feature Uncertainty	Y. Li, F. Wei, C. Zhang, H. Zhang	2024	ICML 2024	2401.15077	-	-	-	-	unknown	Feature-level autoregression + shifted tokens; 2.7-3.5x latency cut on LLaMA2-Chat 70B, 2x throughput	5	2	admit	Opened arxiv abs + PDF. Single-head draft is cheap but still needs training per target.	8
TaskArithmetic	Editing Models with Task Arithmetic	Gabriel Ilharco, Marco Tulio Ribeiro, Mitchell Wortsman, Suchin Gururangan, Ludwig Schmidt, Hannaneh Hajishirzi, Ali Farhadi	2022	arXiv preprint	2212.04089				UNK	code unverified	Add/subtract task vectors (fine-tune minus base) to steer one set of weights toward combined behaviours without joint retraining.	2	2	admit	Verified at arXiv abs page (title/authors/abstract/dates). Repository not checked this session.	4
Data-Clustering	Embedding And Clustering Your Data Can Improve Contrastive Pretraining	Luke Merrick	2024	arXiv preprint	2407.18887	https://github.com/Snowflake-Labs/arctic-embed	91	2025-11-03	Apache-2.0	yes (method used in arctic-embed-v2)	Cluster-aware sampling for contrastive pretraining data; quality over quantity	1	2	admit	Primary source opened (arXiv abs; paper linked from verified HF card). Data-curation lever for one-GPU training.	3
FlashAttention	FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness	T. Dao, D. Y. Fu, S. Ermon, A. Rudra, C. Re	2022	arXiv preprint	2205.14135	-	-	-	-	unknown	IO-aware tiled exact attention; 15% BERT-large e2e, 3x GPT-2 train speedups; basis of all serving kernels	5	2	admit	Opened arxiv abs + PDF. Kernel lineage only; training numbers do not transfer to serving.	8
Leiden-paper	From Louvain to Leiden: guaranteeing well-connected communities	Traag et al.	2019	Scientific Reports 9:5233	1810.08473					yes (paper; implementation separate)	Leiden community detection with connectivity guarantees; faster and better partitions than Louvain	6	2	admit	Abs page + PDF downloaded. The community stage GraphRAG/nano-graphrag depend on; guarantees matter for report coherence. Repo note: leidenalg package exists but not verified.	9
GEM	GEM: A Generative Embedding Model Bridging Reasoning and Retrieval	Zhili Shen, Craig Macdonald	2026	arXiv preprint	2608.13200				UNK	code unverified	One model reasons over the query in generation mode, then appends an embedding token encoding the enriched context for retrieval; evaluated on reasoning-intensive retrieval.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Repository not checked this session.	4
GenIE	GenIE: Generative Information Extraction	Martin Josifoski, Nicola De Cao, Maxime Peyrard, Fabio Petroni, Robert West	2022	NAACL 2022	2112.08340	repo URL not captured	unknown	unknown	unknown	code+data+models stated released in paper	Autoregressive closed IE with bi-level trie-constrained beam search over KB schema	4	2	admit	Verified at arxiv.org/abs/2112.08340 and ACL Anthology page; PDF downloaded and header-checked	7
JSONSchemaBench	Generating Structured Outputs from Language Models: Benchmark and Studies	Saibo Geng, Hudson Cooper, Michal Moskal, Samuel Jenkins, Julian Berman, Nathan Ranchin, Robert West, Eric Horvitz, Harsha Nori	2025	arXiv preprint	2501.10868	repo URL not captured	unknown	unknown	unknown	benchmark stated released in paper	10K real-world JSON schemas comparing 6 constrained-decoding frameworks on efficiency/coverage/quality	4	2	admit	Verified at arxiv.org/abs/2501.10868 (abs excerpt fetched); PDF downloaded from arxiv.org/pdf and header-checked	7
GigaMoE	Giga-Embeddings: Mixture-of-Experts Encoders for High-Throughput Text Embeddings	Egor Kolodin, Egor Krasnoperov, Evgeniy Kosarev, Fyodor Minkin	2026	arXiv preprint	2608.23806				UNK	code unverified	Sparse 10B MoE encoder (1.8B active/token) tops its family on four MTEB suites and reports 114.5k tok/s in vLLM at 1024-token inputs; MoE embedder evidence with throughput numbers.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via S2 forward-chain from GritLM. Throughput figures are vendor-reported. Repository not checked this session.	4
Granite-Embedding	Granite Embedding Models	Parul Awasthy et al.	2025	arXiv preprint	2502.20204	not-verified	not-fetched	not-fetched	not-fetched	yes (ibm-granite/granite-embedding-125m-english, 117k downloads; Apache-2.0)	125M RoBERTa-style embedder family with enterprise retrieval focus	1	2	admit	Primary source opened (arXiv abs; paper linked from verified HF card). 125M operating point with recipe.	3
TaskConflictEmbed	Improving General Text Embedding Model: Tackling Task Conflict and Data Imbalance through Model Merging	Mingxin Li, Zhijie Nie, Yanzhao Zhang, Daiting Long, Richong Zhang, Pengjun Xie	2024	arXiv preprint	2410.15035				UNK	code unverified	Joint multi-task embedding training shows task-conflict gradient interference; merging per-task models beats joint training for general embedders.	2	2	admit	Verified at arXiv abs page (title/authors/dates/abstract); found via arXiv search on merging+embedding. Repository not checked this session.	4
InPars-v2	InPars-v2: Large Language Models as Efficient Dataset Generators for Information Retrieval	Jeronymo, Bonifacio, Abonizio, Fadaee, Lotufo, Zavrel, Nogueira	2023	arXiv preprint	2301.01820					unknown — toolkit repo not resolved	Efficient LLM synthetic query-generation recipe for retrieval datasets.	1	2	admit	Verified at arxiv.org/abs/2301.01820; ids recovered via OpenAlex after two misrecalled ids failed; downloaded PDF is the complete 4-page record version.	6
